Country Code,Country Name,Region,Income Group,Year,% of female pop. age 25+ with no education,% of female pop. age 25+ with primary schooling,% of female pop. age 25+ with secondary schooling,% of female pop. age 25+ with tertiary schooling,% of pop. age 25+ with no education,% of pop. age 25+ with primary schooling,% of pop. age 25+ with secondary schooling,% of pop. age 25+ with tertiary schooling,"Avg. years of primary schooling, age 25+, female","Avg. years of primary schooling, age 25+, total","Avg. years of secondary schooling, age 25+, female","Avg. years of secondary schooling, age 25+, total","Avg. years of tertiary schooling, age 25+, female","Avg. years of tertiary schooling, age 25+, total","Avg. years of total schooling, age 25+, female","Avg. years of total schooling, age 25+, total","Pop. in thousands, age 25+, female","Pop. in thousands, age 25+, total",Life Expectancy at birth
ROU,Romania,Europe & Central Asia,Upper middle income,2010,2.42,1.69,46.57,7.49,1.84,1.24,52.18,8.05,6.95,7.05,3.13,3.36,0.38,0.4,10.46,10.81,7988.0,15250.0,73.4585365853659
RUS,Russian Federation,Europe & Central Asia,High income: nonOECD,1970,10.43,17.06,8.12,1.77,7.39,17.5,14.13,2.79,2.92,3.1,1.59,1.97,0.14,0.19,4.65,5.26,43257.0,73671.0,68.1336585365854
RUS,Russian Federation,Europe & Central Asia,High income: nonOECD,1975,9.44,15.68,11.01,2.69,8.37,15.16,17.96,4.38,3.06,3.19,1.98,2.42,0.21,0.29,5.25,5.9,45169.0,77915.0,67.7239024390244
RUS,Russian Federation,Europe & Central Asia,High income: nonOECD,1980,9.68,12.91,15.85,4.45,8.7,12.68,21.85,6.57,3.21,3.3,2.63,3.01,0.34,0.44,6.18,6.75,47937.0,84003.0,67.0339024390244
RUS,Russian Federation,Europe & Central Asia,High income: nonOECD,1985,8.81,10.45,19.98,6.82,8.44,9.64,25.36,9.8,3.36,3.42,3.29,3.68,0.52,0.66,7.17,7.76,50431.0,89642.0,67.8568292682927
RUS,Russian Federation,Europe & Central Asia,High income: nonOECD,1990,7.94,8.03,21.73,10.64,7.72,7.19,25.74,14.26,3.87,3.97,3.68,3.97,0.81,0.97,8.36,8.91,52310.0,94242.0,68.8860975609756
RUS,Russian Federation,Europe & Central Asia,High income: nonOECD,1995,7.7,5.6,21.39,14.72,5.14,5.4,24.78,15.6,4.27,4.5,4.04,4.17,1.12,1.11,9.43,9.78,52852.0,95609.0,64.6907317073171
RUS,Russian Federation,Europe & Central Asia,High income: nonOECD,2000,1.63,5.07,24.8,18.74,1.14,4.47,28.46,20.93,4.96,5.14,4.5,4.56,1.43,1.44,10.88,11.13,53620.0,96420.0,65.4836585365854
RUS,Russian Federation,Europe & Central Asia,High income: nonOECD,2005,1.31,4.31,23.53,20.6,0.98,3.74,26.67,22.91,5.09,5.24,4.57,4.6,1.56,1.57,11.22,11.41,54076.0,97012.0,65.529756097561
RUS,Russian Federation,Europe & Central Asia,High income: nonOECD,2010,1.12,4.11,19.81,23.2,0.9,3.12,22.63,25.87,5.22,5.33,4.63,4.63,1.74,1.76,11.59,11.73,55018.0,98495.0,68.8412195121951
RWA,Rwanda,Sub-Saharan Africa,Low income,1970,94.87,0.54,0.08,0.08,85.01,1.78,0.44,0.09,0.21,0.63,0.02,0.06,0.0,0.01,0.23,0.69,644.0,1252.0,44.696
RWA,Rwanda,Sub-Saharan Africa,Low income,1975,91.17,0.97,0.29,0.07,79.84,2.79,0.71,0.12,0.37,0.87,0.04,0.09,0.0,0.01,0.41,0.96,740.0,1441.0,45.315
RWA,Rwanda,Sub-Saharan Africa,Low income,1980,88.2,1.58,0.53,0.06,77.0,4.25,1.01,0.12,0.52,1.09,0.06,0.11,0.0,0.01,0.58,1.21,850.0,1656.0,48.527
RWA,Rwanda,Sub-Saharan Africa,Low income,1985,82.13,2.52,0.94,0.07,69.84,5.64,1.34,0.15,0.79,1.36,0.09,0.14,0.0,0.01,0.89,1.51,988.0,1922.0,51.685
RWA,Rwanda,Sub-Saharan Africa,Low income,1990,76.62,4.47,1.35,0.07,65.39,8.08,1.66,0.16,1.04,1.57,0.13,0.18,0.0,0.01,1.18,1.76,1155.0,2227.0,33.413
RWA,Rwanda,Sub-Saharan Africa,Low income,1995,72.05,7.62,1.79,0.09,62.22,11.23,1.91,0.19,1.29,1.75,0.18,0.21,0.0,0.01,1.48,1.97,904.0,1700.0,31.037
RWA,Rwanda,Sub-Saharan Africa,Low income,2000,67.32,12.85,2.58,0.12,59.42,15.07,2.65,0.23,1.63,1.97,0.26,0.29,0.01,0.01,1.9,2.27,1361.0,2524.0,48.649
RWA,Rwanda,Sub-Saharan Africa,Low income,2005,62.13,18.74,3.31,0.26,56.41,21.02,3.26,0.35,2.14,2.43,0.33,0.35,0.01,0.02,2.48,2.81,1589.0,2954.0,55.254
RWA,Rwanda,Sub-Saharan Africa,Low income,2010,56.89,28.1,4.29,0.4,53.2,27.66,4.13,0.57,2.88,3.0,0.42,0.44,0.02,0.04,3.32,3.48,1887.0,3551.0,63.433
SAU,Saudi Arabia,Middle East & North Africa,High income: nonOECD,1970,79.42,4.74,2.25,0.87,57.6,11.37,6.38,3.65,0.93,2.13,0.28,0.87,0.05,0.19,1.26,3.19,1028.0,2123.0,52.703
SAU,Saudi Arabia,Middle East & North Africa,High income: nonOECD,1975,78.46,5.12,2.43,0.96,56.06,11.67,6.74,3.85,0.99,2.22,0.31,0.93,0.05,0.2,1.34,3.35,1247.0,2675.0,58.148
SAU,Saudi Arabia,Middle East & North Africa,High income: nonOECD,1980,72.89,6.15,3.77,1.71,49.81,12.59,8.63,4.86,1.29,2.58,0.49,1.19,0.09,0.25,1.87,4.02,1529.0,3567.0,62.863
SAU,Saudi Arabia,Middle East & North Africa,High income: nonOECD,1985,66.77,7.69,5.42,2.65,43.69,13.71,10.55,6.15,1.64,2.95,0.7,1.45,0.14,0.31,2.48,4.71,1923.0,4929.0,66.43
SAU,Saudi Arabia,Middle East & North Africa,High income: nonOECD,1990,55.36,9.84,8.49,4.49,35.75,14.89,13.02,7.36,2.29,3.41,1.12,1.76,0.23,0.37,3.63,5.55,2472.0,6519.0,69.078
SAU,Saudi Arabia,Middle East & North Africa,High income: nonOECD,1995,48.46,11.1,10.5,5.75,31.16,15.46,14.57,8.09,2.69,3.69,1.39,1.96,0.29,0.41,4.37,6.05,2910.0,7812.0,71.099
SAU,Saudi Arabia,Middle East & North Africa,High income: nonOECD,2000,40.46,11.99,13.11,7.54,26.31,15.75,16.38,9.12,3.16,3.98,1.75,2.2,0.38,0.46,5.29,6.64,3746.0,9082.0,72.561
SAU,Saudi Arabia,Middle East & North Africa,High income: nonOECD,2005,32.54,12.34,17.41,9.85,22.22,15.41,19.24,9.97,3.68,4.26,2.26,2.49,0.49,0.5,6.43,7.25,4617.0,10865.0,73.256
SAU,Saudi Arabia,Middle East & North Africa,High income: nonOECD,2010,26.46,12.24,22.73,9.38,18.07,15.27,24.02,9.17,4.08,4.56,2.61,2.77,0.47,0.46,7.17,7.79,5532.0,12696.0,73.917
SDN,Sudan,Sub-Saharan Africa,Lower middle income,1970,95.92,1.72,0.19,0.1,84.75,4.23,0.63,0.38,0.13,0.44,0.04,0.13,0.01,0.02,0.18,0.59,2752.0,5395.0,52.234
SDN,Sudan,Sub-Saharan Africa,Lower middle income,1975,94.29,2.73,0.25,0.13,82.62,5.55,0.8,0.44,0.18,0.51,0.05,0.16,0.01,0.02,0.24,0.7,3179.0,6239.0,53.638
SDN,Sudan,Sub-Saharan Africa,Lower middle income,1980,91.57,4.39,0.52,0.17,79.37,7.53,1.35,0.49,0.28,0.64,0.09,0.24,0.01,0.03,0.38,0.9,3689.0,7252.0,54.253
SDN,Sudan,Sub-Saharan Africa,Lower middle income,1985,88.8,6.36,0.9,0.19,76.7,9.98,2.0,0.53,0.39,0.76,0.13,0.3,0.01,0.03,0.54,1.09,4315.0,8497.0,54.768
SDN,Sudan,Sub-Saharan Africa,Lower middle income,1990,84.76,8.69,1.71,0.21,72.17,13.19,3.01,0.47,0.61,1.06,0.22,0.41,0.01,0.02,0.85,1.5,4882.0,9625.0,55.5
SDN,Sudan,Sub-Saharan Africa,Lower middle income,1995,79.34,11.73,2.75,0.39,67.04,16.75,3.94,0.57,0.92,1.41,0.35,0.53,0.02,0.03,1.29,1.97,5627.0,11110.0,56.709
SDN,Sudan,Sub-Saharan Africa,Lower middle income,2000,74.13,14.55,3.7,0.6,62.48,19.78,4.57,0.79,1.24,1.76,0.48,0.64,0.03,0.04,1.75,2.44,6515.0,12883.0,58.472
SDN,Sudan,Sub-Saharan Africa,Lower middle income,2005,69.93,18.3,3.53,1.11,58.82,24.12,3.93,1.18,1.69,2.23,0.5,0.64,0.06,0.06,2.25,2.93,7441.0,14745.0,60.525
SDN,Sudan,Sub-Saharan Africa,Lower middle income,2010,66.01,20.36,3.65,1.91,55.73,26.01,3.89,1.84,1.8,2.32,0.61,0.72,0.1,0.09,2.51,3.13,8605.0,17100.0,62.764
SEN,Senegal,Sub-Saharan Africa,Lower middle income,1970,70.58,9.86,0.33,0.16,57.12,20.86,0.72,0.31,1.22,1.98,0.07,0.12,0.01,0.02,1.29,2.12,852.0,1687.0,39.227
SEN,Senegal,Sub-Saharan Africa,Lower middle income,1975,69.6,8.11,0.51,0.25,56.0,17.06,1.18,0.45,1.22,1.93,0.11,0.19,0.01,0.02,1.34,2.14,1009.0,1966.0,43.521
SEN,Senegal,Sub-Saharan Africa,Lower middle income,1980,69.49,7.7,0.9,0.34,56.31,14.98,2.03,0.62,1.24,1.91,0.17,0.29,0.02,0.03,1.42,2.23,1113.0,2131.0,48.944
SEN,Senegal,Sub-Saharan Africa,Lower middle income,1985,69.5,7.33,1.24,0.44,56.89,13.33,2.67,0.85,1.25,1.89,0.22,0.38,0.02,0.04,1.49,2.3,1252.0,2375.0,53.914
SEN,Senegal,Sub-Saharan Africa,Lower middle income,1990,71.59,6.06,1.68,0.47,60.32,10.0,3.31,0.93,1.17,1.71,0.25,0.44,0.02,0.05,1.45,2.2,1443.0,2726.0,57.202
SEN,Senegal,Sub-Saharan Africa,Lower middle income,1995,74.19,4.64,1.96,0.44,64.24,7.36,3.72,0.95,1.06,1.53,0.27,0.47,0.02,0.05,1.35,2.06,1664.0,3128.0,57.404
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2000,77.23,3.71,2.19,0.35,68.73,5.7,3.97,0.85,0.94,1.36,0.28,0.49,0.02,0.04,1.23,1.89,1913.0,3600.0,57.787
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2005,81.57,2.38,2.53,0.18,76.13,3.31,4.13,0.53,0.76,1.04,0.27,0.45,0.01,0.03,1.04,1.52,2222.0,4196.0,60.62
SEN,Senegal,Sub-Saharan Africa,Lower middle income,2010,71.73,9.35,1.65,1.06,65.26,11.04,2.63,1.98,1.34,1.7,0.39,0.6,0.05,0.1,1.78,2.4,2617.0,4969.0,64.284
SGP,Singapore,East Asia & Pacific,High income: nonOECD,1970,65.8,6.93,5.01,0.74,47.6,11.12,6.91,1.57,1.68,2.6,0.72,1.09,0.03,0.07,2.43,3.76,401.0,820.0,68.2794146341463
SGP,Singapore,East Asia & Pacific,High income: nonOECD,1975,59.73,8.98,5.44,0.99,45.82,12.7,6.87,2.05,1.98,2.69,0.81,1.1,0.05,0.09,2.84,3.88,480.0,980.0,70.2197073170732
SGP,Singapore,East Asia & Pacific,High income: nonOECD,1980,54.3,13.01,3.8,1.5,43.7,16.71,5.0,2.75,2.2,2.73,0.7,0.89,0.07,0.12,2.96,3.74,586.0,1179.0,72.190243902439
SGP,Singapore,East Asia & Pacific,High income: nonOECD,1985,34.92,18.06,6.75,2.32,26.06,21.94,7.3,2.66,3.24,3.68,1.19,1.28,0.11,0.12,4.54,5.08,745.0,1499.0,73.890243902439
SGP,Singapore,East Asia & Pacific,High income: nonOECD,1990,21.12,24.05,6.5,2.95,13.95,27.78,5.91,2.51,3.95,4.31,1.36,1.37,0.13,0.11,5.45,5.79,905.0,1805.0,75.2951219512195
SGP,Singapore,East Asia & Pacific,High income: nonOECD,1995,22.32,15.63,18.28,6.21,16.97,17.21,18.5,7.2,4.19,4.49,2.37,2.52,0.28,0.31,6.84,7.32,1112.0,2203.0,76.2951219512195
SGP,Singapore,East Asia & Pacific,High income: nonOECD,2000,25.93,6.58,35.94,12.5,21.21,6.81,37.68,14.51,4.25,4.54,3.47,3.73,0.56,0.63,8.28,8.9,1329.0,2641.0,77.9512195121951
SGP,Singapore,East Asia & Pacific,High income: nonOECD,2005,15.35,19.41,24.8,11.75,10.06,20.01,26.23,14.79,4.55,4.88,2.69,2.99,0.52,0.65,7.77,8.52,1475.0,2930.0,79.990243902439
SGP,Singapore,East Asia & Pacific,High income: nonOECD,2010,19.76,4.53,28.56,27.77,16.39,4.08,28.55,30.55,4.72,4.92,4.16,4.36,1.24,1.35,10.12,10.63,1618.0,3216.0,81.5414634146342
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,1970,,,,,,,,,,,,,,,,,,,56.203
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,1975,,,,,,,,,,,,,,,,,,,59.899
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,1980,,,,,,,,,,,,,,,,,,,62.453
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,1985,,,,,,,,,,,,,,,,,,,63.724
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,1990,,,,,,,,,,,,,,,,,,,64.365
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,1995,,,,,,,,,,,,,,,,,,,65.552
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2000,,,,,,,,,,,,,,,,,,,67.442
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2005,,,,,,,,,,,,,,,,,,,69.158
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2010,,,,,,,,,,,,,,,,,,,70.674
SLE,Sierra Leone,Sub-Saharan Africa,Low income,1970,96.03,1.49,0.63,0.09,93.36,2.5,0.99,0.2,0.25,0.41,0.09,0.16,0.0,0.01,0.34,0.58,577.0,1117.0,36.098
SLE,Sierra Leone,Sub-Saharan Africa,Low income,1975,95.27,1.76,0.72,0.09,91.73,2.99,1.28,0.2,0.29,0.52,0.11,0.2,0.0,0.01,0.41,0.73,627.0,1214.0,38.468
SLE,Sierra Leone,Sub-Saharan Africa,Low income,1980,93.61,2.41,0.92,0.1,89.05,3.86,1.69,0.23,0.39,0.68,0.14,0.27,0.01,0.01,0.54,0.96,685.0,1320.0,40.194
SLE,Sierra Leone,Sub-Saharan Africa,Low income,1985,91.22,3.35,1.17,0.11,85.77,4.88,2.15,0.26,0.54,0.88,0.19,0.35,0.01,0.01,0.73,1.25,751.0,1449.0,40.377
SLE,Sierra Leone,Sub-Saharan Africa,Low income,1990,88.41,4.44,1.42,0.12,82.1,5.88,2.63,0.43,0.7,1.1,0.23,0.45,0.01,0.02,0.94,1.58,845.0,1630.0,38.563
SLE,Sierra Leone,Sub-Saharan Africa,Low income,1995,85.15,5.48,1.74,0.17,78.07,6.67,3.31,0.52,0.89,1.35,0.3,0.58,0.01,0.02,1.2,1.96,850.0,1644.0,37.083
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2000,80.47,7.28,2.01,0.2,73.62,8.09,3.64,0.61,1.16,1.61,0.36,0.66,0.01,0.03,1.53,2.3,908.0,1759.0,39.441
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2005,76.68,8.56,2.26,0.3,68.17,10.03,3.92,0.75,1.37,1.91,0.42,0.74,0.01,0.04,1.81,2.68,1088.0,2110.0,44.502
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2010,74.05,8.9,3.02,0.47,65.14,9.74,4.79,0.94,1.57,2.11,0.57,0.91,0.02,0.05,2.16,3.06,1192.0,2314.0,49.382
SLV,El Salvador,Latin America & Caribbean,Lower middle income,1970,58.79,7.12,2.43,0.29,53.8,8.73,2.61,1.08,1.65,1.89,0.27,0.33,0.02,0.06,1.94,2.28,629.0,1240.0,54.998
SLV,El Salvador,Latin America & Caribbean,Lower middle income,1975,53.29,8.5,2.9,0.64,48.65,10.35,3.12,1.51,1.91,2.14,0.34,0.41,0.04,0.08,2.3,2.63,727.0,1441.0,56.052
SLV,El Salvador,Latin America & Caribbean,Lower middle income,1980,47.95,10.41,3.29,1.2,43.18,12.48,3.41,2.39,2.19,2.43,0.43,0.49,0.07,0.12,2.69,3.05,830.0,1623.0,56.394
SLV,El Salvador,Latin America & Caribbean,Lower middle income,1985,42.79,12.0,3.69,1.98,39.39,13.83,3.79,3.25,2.46,2.65,0.53,0.59,0.11,0.16,3.1,3.4,923.0,1766.0,59.097
SLV,El Salvador,Latin America & Caribbean,Lower middle income,1990,38.81,13.48,4.1,3.38,37.44,14.63,4.28,4.55,2.69,2.8,0.64,0.7,0.17,0.22,3.51,3.72,1040.0,1961.0,64.0
SLV,El Salvador,Latin America & Caribbean,Lower middle income,1995,33.62,11.7,5.74,3.75,31.47,12.59,6.02,5.23,3.23,3.38,0.86,0.94,0.2,0.25,4.29,4.58,1215.0,2276.0,67.277
SLV,El Salvador,Latin America & Caribbean,Lower middle income,2000,28.42,15.12,8.79,5.25,25.83,16.19,9.36,6.61,4.02,4.25,1.07,1.16,0.27,0.32,5.36,5.73,1442.0,2712.0,68.875
SLV,El Salvador,Latin America & Caribbean,Lower middle income,2005,24.22,14.41,13.38,6.3,21.26,15.21,13.81,7.68,4.66,4.93,1.29,1.37,0.32,0.37,6.26,6.67,1701.0,3222.0,70.124
SLV,El Salvador,Latin America & Caribbean,Lower middle income,2010,4.57,15.06,19.57,4.08,4.22,15.27,19.91,4.97,5.81,5.98,1.38,1.44,0.2,0.24,7.4,7.66,1934.0,3680.0,71.21
SMR,San Marino,Europe & Central Asia,High income: nonOECD,1970,,,,,,,,,,,,,,,,,,,
SMR,San Marino,Europe & Central Asia,High income: nonOECD,1975,,,,,,,,,,,,,,,,,,,
SMR,San Marino,Europe & Central Asia,High income: nonOECD,1980,,,,,,,,,,,,,,,,,,,
SMR,San Marino,Europe & Central Asia,High income: nonOECD,1985,,,,,,,,,,,,,,,,,,,
SMR,San Marino,Europe & Central Asia,High income: nonOECD,1990,,,,,,,,,,,,,,,,,,,
SMR,San Marino,Europe & Central Asia,High income: nonOECD,1995,,,,,,,,,,,,,,,,,,,
SMR,San Marino,Europe & Central Asia,High income: nonOECD,2000,,,,,,,,,,,,,,,,,,,
SMR,San Marino,Europe & Central Asia,High income: nonOECD,2005,,,,,,,,,,,,,,,,,,,
SMR,San Marino,Europe & Central Asia,High income: nonOECD,2010,,,,,,,,,,,,,,,,,,,
SOM,Somalia,Sub-Saharan Africa,Low income,1970,,,,,,,,,,,,,,,,,,,40.957
SOM,Somalia,Sub-Saharan Africa,Low income,1975,,,,,,,,,,,,,,,,,,,42.876
SOM,Somalia,Sub-Saharan Africa,Low income,1980,,,,,,,,,,,,,,,,,,,44.726
SOM,Somalia,Sub-Saharan Africa,Low income,1985,,,,,,,,,,,,,,,,,,,46.146
SOM,Somalia,Sub-Saharan Africa,Low income,1990,,,,,,,,,,,,,,,,,,,45.378
SOM,Somalia,Sub-Saharan Africa,Low income,1995,,,,,,,,,,,,,,,,,,,47.151
SOM,Somalia,Sub-Saharan Africa,Low income,2000,,,,,,,,,,,,,,,,,,,50.869
SOM,Somalia,Sub-Saharan Africa,Low income,2005,,,,,,,,,,,,,,,,,,,52.346
SOM,Somalia,Sub-Saharan Africa,Low income,2010,,,,,,,,,,,,,,,,,,,53.99
SRB,Serbia,Europe & Central Asia,Upper middle income,1970,33.8,19.2,2.71,1.24,23.9,18.5,6.53,2.55,3.86,4.55,0.31,0.59,0.07,0.13,4.24,5.27,2557.0,4914.0,
SRB,Serbia,Europe & Central Asia,Upper middle income,1975,28.33,21.56,4.31,1.74,19.78,20.92,8.89,3.08,4.34,5.01,0.45,0.76,0.09,0.16,4.89,5.93,2739.0,5285.0,
SRB,Serbia,Europe & Central Asia,Upper middle income,1980,23.3,26.1,6.0,2.93,15.8,23.89,11.38,4.34,4.94,5.53,0.63,0.97,0.15,0.22,5.72,6.72,2974.0,5756.0,
SRB,Serbia,Europe & Central Asia,Upper middle income,1985,18.96,29.16,8.95,3.48,12.64,26.83,14.91,5.01,5.46,6.0,0.81,1.16,0.18,0.25,6.45,7.41,3116.0,6041.0,
SRB,Serbia,Europe & Central Asia,Upper middle income,1990,15.73,30.73,12.69,4.19,10.29,29.13,18.81,5.16,5.9,6.36,1.03,1.33,0.21,0.26,7.14,7.95,3246.0,6297.0,
SRB,Serbia,Europe & Central Asia,Upper middle income,1995,11.57,31.14,16.47,6.0,7.33,28.76,23.13,7.37,6.41,6.8,1.32,1.65,0.3,0.36,8.04,8.81,3425.0,6654.0,
SRB,Serbia,Europe & Central Asia,Upper middle income,2000,8.21,29.77,21.06,8.03,5.15,27.08,27.79,9.18,6.5,6.75,1.83,2.18,0.4,0.45,8.73,9.39,3509.0,6827.0,71.5829268292683
SRB,Serbia,Europe & Central Asia,Upper middle income,2005,5.95,20.65,32.24,8.73,3.72,18.2,39.07,9.58,6.52,6.67,2.72,3.07,0.44,0.47,9.67,10.21,3590.0,7006.0,72.8341463414634
SRB,Serbia,Europe & Central Asia,Upper middle income,2010,5.27,10.86,41.6,10.06,3.25,8.49,48.15,11.07,6.34,6.43,3.61,3.99,0.51,0.55,10.46,10.97,3690.0,7215.0,74.3365853658537
SSD,South Sudan,Sub-Saharan Africa,Lower middle income,1970,,,,,,,,,,,,,,,,,,,35.807
SSD,South Sudan,Sub-Saharan Africa,Lower middle income,1975,,,,,,,,,,,,,,,,,,,37.767
SSD,South Sudan,Sub-Saharan Africa,Lower middle income,1980,,,,,,,,,,,,,,,,,,,39.033
SSD,South Sudan,Sub-Saharan Africa,Lower middle income,1985,,,,,,,,,,,,,,,,,,,40.423
SSD,South Sudan,Sub-Saharan Africa,Lower middle income,1990,,,,,,,,,,,,,,,,,,,43.524
SSD,South Sudan,Sub-Saharan Africa,Lower middle income,1995,,,,,,,,,,,,,,,,,,,46.855
SSD,South Sudan,Sub-Saharan Africa,Lower middle income,2000,,,,,,,,,,,,,,,,,,,49.166
SSD,South Sudan,Sub-Saharan Africa,Lower middle income,2005,,,,,,,,,,,,,,,,,,,51.686
SSD,South Sudan,Sub-Saharan Africa,Lower middle income,2010,,,,,,,,,,,,,,,,,,,54.8
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1970,,,,,,,,,,,,,,,,,,,55.358
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1975,,,,,,,,,,,,,,,,,,,58.13
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1980,,,,,,,,,,,,,,,,,,,59.928
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1985,,,,,,,,,,,,,,,,,,,59.442
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1990,,,,,,,,,,,,,,,,,,,58.247
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,1995,,,,,,,,,,,,,,,,,,,58.795
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2000,,,,,,,,,,,,,,,,,,,61.365
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2005,,,,,,,,,,,,,,,,,,,64.659
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2010,,,,,,,,,,,,,,,,,,,67.43
SUR,Suriname,Latin America & Caribbean,Upper middle income,1970,,,,,,,,,,,,,,,,,,,62.911
SUR,Suriname,Latin America & Caribbean,Upper middle income,1975,,,,,,,,,,,,,,,,,,,64.201
SUR,Suriname,Latin America & Caribbean,Upper middle income,1980,,,,,,,,,,,,,,,,,,,65.575
SUR,Suriname,Latin America & Caribbean,Upper middle income,1985,,,,,,,,,,,,,,,,,,,66.819
SUR,Suriname,Latin America & Caribbean,Upper middle income,1990,,,,,,,,,,,,,,,,,,,67.436
SUR,Suriname,Latin America & Caribbean,Upper middle income,1995,,,,,,,,,,,,,,,,,,,67.731
SUR,Suriname,Latin America & Caribbean,Upper middle income,2000,,,,,,,,,,,,,,,,,,,67.822
SUR,Suriname,Latin America & Caribbean,Upper middle income,2005,,,,,,,,,,,,,,,,,,,68.877
SUR,Suriname,Latin America & Caribbean,Upper middle income,2010,,,,,,,,,,,,,,,,,,,70.465
SVK,Slovak Republic,Europe & Central Asia,High income: OECD,1970,0.7,47.73,6.97,1.11,0.6,38.65,13.9,2.49,7.86,8.12,0.74,1.21,0.06,0.13,8.66,9.46,1283.0,2460.0,70.134243902439
SVK,Slovak Republic,Europe & Central Asia,High income: OECD,1975,0.54,43.01,11.71,1.53,0.48,35.51,18.99,2.88,8.02,8.23,1.01,1.44,0.09,0.15,9.12,9.82,1356.0,2602.0,70.2448780487805
SVK,Slovak Republic,Europe & Central Asia,High income: OECD,1980,0.5,40.38,13.72,2.12,0.4,33.64,22.55,3.54,8.15,8.33,1.18,1.61,0.12,0.19,9.45,10.13,1486.0,2836.0,70.4085365853659
SVK,Slovak Republic,Europe & Central Asia,High income: OECD,1985,1.3,36.4,16.92,2.86,1.17,30.33,24.34,4.3,8.21,8.37,1.39,1.77,0.17,0.23,9.77,10.38,1563.0,2988.0,70.7346341463415
SVK,Slovak Republic,Europe & Central Asia,High income: OECD,1990,1.87,33.44,25.33,3.97,1.71,27.82,33.12,5.43,8.24,8.39,1.69,2.06,0.23,0.3,10.16,10.75,1642.0,3130.0,70.9326829268293
SVK,Slovak Republic,Europe & Central Asia,High income: OECD,1995,1.91,24.54,33.83,5.06,1.88,19.71,41.47,6.27,8.45,8.55,2.17,2.5,0.29,0.35,10.91,11.39,1716.0,3248.0,72.2536585365854
SVK,Slovak Republic,Europe & Central Asia,High income: OECD,2000,2.06,23.93,38.08,5.25,2.14,18.88,45.76,6.39,8.46,8.55,2.28,2.61,0.3,0.36,11.05,11.52,1809.0,3426.0,73.0512195121951
SVK,Slovak Republic,Europe & Central Asia,High income: OECD,2005,1.11,7.9,55.55,6.96,1.12,5.98,61.62,7.4,8.79,8.82,3.15,3.33,0.41,0.42,12.34,12.58,1920.0,3648.0,73.9048780487805
SVK,Slovak Republic,Europe & Central Asia,High income: OECD,2010,0.32,0.69,62.45,9.31,0.26,0.58,67.87,9.13,8.85,8.85,3.58,3.68,0.54,0.53,12.98,13.07,2020.0,3837.0,75.1121951219512
SVN,Slovenia,Europe & Central Asia,High income: OECD,1970,17.75,22.7,12.06,1.33,12.7,21.7,17.91,2.58,5.78,6.14,1.08,1.33,0.07,0.13,6.93,7.59,524.0,977.0,68.609756097561
SVN,Slovenia,Europe & Central Asia,High income: OECD,1975,15.31,33.87,14.06,1.82,10.61,32.78,20.5,3.14,6.37,6.74,1.16,1.43,0.1,0.16,7.62,8.33,558.0,1047.0,70.3585365853659
SVN,Slovenia,Europe & Central Asia,High income: OECD,1980,11.65,39.26,15.94,3.14,7.9,36.58,22.88,4.5,6.85,7.14,1.3,1.6,0.17,0.23,8.31,8.97,598.0,1119.0,71.1048780487805
SVN,Slovenia,Europe & Central Asia,High income: OECD,1985,6.1,31.58,24.47,4.13,4.08,29.32,31.97,5.47,7.41,7.57,1.81,2.08,0.21,0.27,9.43,9.92,627.0,1182.0,71.3512195121951
SVN,Slovenia,Europe & Central Asia,High income: OECD,1990,0.9,19.7,35.5,6.11,0.7,18.3,43.0,7.16,7.88,7.89,2.46,2.66,0.31,0.36,10.64,10.91,657.0,1238.0,73.2048780487805
SVN,Slovenia,Europe & Central Asia,High income: OECD,1995,0.91,13.09,40.99,7.52,0.73,11.91,48.41,8.2,7.88,7.9,2.74,2.93,0.38,0.41,11.0,11.23,689.0,1312.0,73.9585365853659
